Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
27193394,4/1/2017 0:59,4/1/2017 1:43,70024,2659,1012,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
27193815,4/1/2017 1:43,4/1/2017 1:48,70353,284,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27194749,4/1/2017 2:35,4/1/2017 3:01,70067,1576,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
27201194,4/1/2017 5:05,4/1/2017 7:46,70191,9695,1005,Forbes Ave & Grant St,1043,Coltart Ave & Forbes Ave,Customer
27203670,4/1/2017 5:35,4/1/2017 5:54,70353,1164,1038,Boulevard of the Allies & Parkview Ave,1047,S 22nd St & E Carson St,Subscriber
27225284,4/1/2017 8:42,4/1/2017 8:52,70075,595,1020,42nd & Penn Ave.,1026,Penn Ave & S Whitfield St,Subscriber
27226103,4/1/2017 8:49,4/1/2017 8:57,70175,484,1003,First Ave & Smithfield St (Art Institute),1016,17th St & Penn Ave,Subscriber
27230328,4/1/2017 9:21,4/1/2017 9:39,70198,1037,1002,Third Ave & Wood St,1049,S 12th St & E Carson St,Subscriber
27232566,4/1/2017 9:39,4/1/2017 9:48,70481,535,1027,Shady Ave & Ellsworth Ave,1034,Ellsworth Ave & N Neville St,Subscriber
27232898,4/1/2017 9:41,4/1/2017 9:59,70497,1083,1020,42nd & Penn Ave.,1026,Penn Ave & S Whitfield St,Customer
27240406,4/1/2017 10:37,4/1/2017 12:42,70418,7500,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
27243591,4/1/2017 11:01,4/1/2017 11:27,70465,1586,1007,Stevenson St & Forbes Ave,1037,Frew St & Schenley Dr,Customer
27243707,4/1/2017 11:01,4/1/2017 11:27,70153,1552,1007,Stevenson St & Forbes Ave,1037,Frew St & Schenley Dr,Customer
27247726,4/1/2017 11:31,4/1/2017 12:02,70231,1868,1034,Ellsworth Ave & N Neville St,1045,S 27th St & Sidney St. (Southside Works),Customer
27249827,4/1/2017 11:47,4/1/2017 12:14,70240,1638,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27250013,4/1/2017 11:48,4/1/2017 11:52,70468,238,1021,Taylor St & Liberty Ave,1019,42nd St & Butler St,Subscriber
27250274,4/1/2017 11:50,4/1/2017 11:56,70403,356,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27250501,4/1/2017 11:51,4/1/2017 11:56,70207,265,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27251724,4/1/2017 12:01,4/1/2017 12:19,70257,1085,1017,21st St & Penn Ave,1050,Healthy Ride Hub,Customer
27254536,4/1/2017 12:21,4/1/2017 12:26,70403,320,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27254617,4/1/2017 12:22,4/1/2017 12:26,70207,286,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27260620,4/1/2017 13:08,4/1/2017 13:37,70471,1703,1015,Federal St & E North Ave,1019,42nd St & Butler St,Customer
27261324,4/1/2017 13:14,4/1/2017 13:21,70131,402,1033,Ivy St & Walnut St   ,1027,Shady Ave & Ellsworth Ave,Customer
27264993,4/1/2017 13:47,4/1/2017 14:12,70413,1485,1039,Atwood St & Bates St,1045,S 27th St & Sidney St. (Southside Works),Customer
27266747,4/1/2017 14:04,4/1/2017 19:17,70191,18788,1043,Coltart Ave & Forbes Ave,1005,Forbes Ave & Grant St,Customer
27268929,4/1/2017 14:30,4/1/2017 14:41,70151,687,1046,S 25th St & E Carson St,1049,S 12th St & E Carson St,Customer
27271259,4/1/2017 15:00,4/1/2017 15:05,70485,319,1025,Penn Ave & N Fairmount St,1029,Alder St & S Highland Ave,Subscriber
27272571,4/1/2017 15:17,4/1/2017 15:34,70016,976,1026,Penn Ave & S Whitfield St,1020,42nd & Penn Ave.,Customer
27273085,4/1/2017 15:25,4/1/2017 15:38,70485,752,1029,Alder St & S Highland Ave,1020,42nd & Penn Ave.,Subscriber
27273333,4/1/2017 15:30,4/1/2017 16:24,70240,3218,1012,North Shore Trail & Fort Duquesne Bridge,1018,37th St & Butler St,Subscriber
27273382,4/1/2017 15:31,4/1/2017 16:24,70239,3176,1012,North Shore Trail & Fort Duquesne Bridge,1018,37th St & Butler St,Customer
27274449,4/1/2017 15:50,4/1/2017 16:09,70100,1124,1003,First Ave & Smithfield St (Art Institute),1047,S 22nd St & E Carson St,Subscriber
27275288,4/1/2017 16:06,4/1/2017 16:46,70262,2342,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
27275689,4/1/2017 16:15,4/1/2017 16:45,70135,1826,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
27276283,4/1/2017 16:27,4/1/2017 16:33,70452,364,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
27276341,4/1/2017 16:28,4/1/2017 16:57,70107,1730,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1029,Alder St & S Highland Ave,Customer
27276728,4/1/2017 16:36,4/1/2017 16:56,70456,1236,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1029,Alder St & S Highland Ave,Customer
27276739,4/1/2017 16:36,4/1/2017 16:57,70061,1236,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1029,Alder St & S Highland Ave,Customer
27277067,4/1/2017 16:43,4/2/2017 12:49,70465,72337,1037,Frew St & Schenley Dr,1007,Stevenson St & Forbes Ave,Customer
27277097,4/1/2017 16:44,4/1/2017 17:16,70153,1892,1037,Frew St & Schenley Dr,1007,Stevenson St & Forbes Ave,Customer
27277973,4/1/2017 17:05,4/1/2017 17:29,70184,1432,1023,Liberty Ave & Baum Blvd,1013,Isabella St & Federal St (PNC Park),Customer
27278836,4/1/2017 17:26,4/1/2017 17:30,70403,235,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27280195,4/1/2017 18:06,4/1/2017 18:27,70460,1246,1021,Taylor St & Liberty Ave,1045,S 27th St & Sidney St. (Southside Works),Subscriber
27281006,4/1/2017 18:30,4/1/2017 18:37,70484,431,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,Subscriber
27281017,4/1/2017 18:30,4/1/2017 19:22,70355,3129,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Customer
27281892,4/1/2017 19:07,4/1/2017 19:14,70096,397,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
27281976,4/1/2017 19:11,4/1/2017 19:39,70143,1659,1045,S 27th St & Sidney St. (Southside Works),1017,21st St & Penn Ave,Subscriber
27282342,4/1/2017 19:28,4/1/2017 19:37,70355,531,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Customer
27282349,4/1/2017 19:29,4/1/2017 19:37,70448,534,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Customer
27282363,4/1/2017 19:29,4/1/2017 19:37,70403,478,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27282579,4/1/2017 19:39,4/1/2017 21:36,70146,7013,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Subscriber
27282712,4/1/2017 19:47,4/1/2017 19:51,70192,249,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
27283114,4/1/2017 20:09,4/1/2017 20:15,70158,358,1009,12th St & Penn Ave,1003,First Ave & Smithfield St (Art Institute),Subscriber
27284349,4/1/2017 22:09,4/1/2017 22:18,70144,492,1025,Penn Ave & N Fairmount St,1019,42nd St & Butler St,Subscriber
27284753,4/1/2017 23:31,4/1/2017 23:55,70143,1405,1017,21st St & Penn Ave,1049,S 12th St & E Carson St,Subscriber
27285380,4/2/2017 1:40,4/2/2017 1:51,70215,648,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Customer
27285393,4/2/2017 1:41,4/2/2017 1:51,70187,597,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Customer
27285411,4/2/2017 1:42,4/2/2017 1:50,70425,493,1033,Ivy St & Walnut St   ,1029,Alder St & S Highland Ave,Customer
27285651,4/2/2017 2:04,4/2/2017 2:14,70221,631,1011,Fort Duquesne Blvd & 7th St,1015,Federal St & E North Ave,Customer
27285959,4/2/2017 2:28,4/2/2017 2:48,70012,1209,1000,Liberty Ave & Stanwix St,1047,S 22nd St & E Carson St,Customer
27287349,4/2/2017 3:35,4/2/2017 3:43,70220,496,1015,Federal St & E North Ave,1011,Fort Duquesne Blvd & 7th St,Subscriber
27315034,4/2/2017 8:26,4/2/2017 14:14,70191,20848,1005,Forbes Ave & Grant St,1043,Coltart Ave & Forbes Ave,Customer
27321959,4/2/2017 9:16,4/2/2017 10:27,70413,4306,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27329121,4/2/2017 10:07,4/2/2017 10:32,70417,1527,1015,Federal St & E North Ave,1045,S 27th St & Sidney St. (Southside Works),Customer
27329153,4/2/2017 10:07,4/2/2017 10:15,70357,519,1039,Atwood St & Bates St,1035,Fifth Ave & S Dithridge St,Subscriber
27331115,4/2/2017 10:21,4/2/2017 10:26,70038,297,1027,Shady Ave & Ellsworth Ave,1030,S Euclid Ave & Centre Ave,Subscriber
27331300,4/2/2017 10:22,4/3/2017 15:15,70439,103956,1035,Fifth Ave & S Dithridge St,1035,Fifth Ave & S Dithridge St,Customer
27331537,4/2/2017 10:24,4/2/2017 15:19,70461,17690,1032,Walnut St & College St,1019,42nd St & Butler St,Customer
27331593,4/2/2017 10:24,4/2/2017 15:19,70433,17686,1032,Walnut St & College St,1019,42nd St & Butler St,Customer
27332748,4/2/2017 10:32,4/2/2017 10:34,70099,118,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
27333216,4/2/2017 10:36,4/2/2017 11:37,70167,3656,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27334301,4/2/2017 10:44,4/2/2017 11:36,70174,3177,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27335100,4/2/2017 10:49,4/2/2017 11:02,70038,740,1030,S Euclid Ave & Centre Ave,1034,Ellsworth Ave & N Neville St,Subscriber
27335381,4/2/2017 10:51,4/2/2017 12:23,70096,5493,1045,S 27th St & Sidney St. (Southside Works),1013,Isabella St & Federal St (PNC Park),Customer
27335460,4/2/2017 10:52,4/2/2017 12:24,70024,5504,1045,S 27th St & Sidney St. (Southside Works),1013,Isabella St & Federal St (PNC Park),Customer
27335462,4/2/2017 10:52,4/2/2017 12:23,70231,5499,1045,S 27th St & Sidney St. (Southside Works),1013,Isabella St & Federal St (PNC Park),Customer
27335614,4/2/2017 10:53,4/2/2017 12:22,70417,5345,1045,S 27th St & Sidney St. (Southside Works),1013,Isabella St & Federal St (PNC Park),Customer
27336192,4/2/2017 10:57,4/2/2017 11:19,70151,1319,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Customer
27337378,4/2/2017 11:06,4/2/2017 11:54,70147,2911,1013,Isabella St & Federal St (PNC Park),1019,42nd St & Butler St,Customer
27338628,4/2/2017 11:15,4/2/2017 11:35,70357,1201,1035,Fifth Ave & S Dithridge St,1007,Stevenson St & Forbes Ave,Subscriber
27339520,4/2/2017 11:21,4/2/2017 11:23,70022,166,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
27341152,4/2/2017 11:33,4/2/2017 13:30,70230,7007,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
27341279,4/2/2017 11:34,4/2/2017 13:29,70132,6905,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
27341767,4/2/2017 11:37,4/2/2017 11:39,70487,115,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27342453,4/2/2017 11:42,4/2/2017 13:21,70227,5952,1008,Centre Ave & PPG Paints Arena,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27342473,4/2/2017 11:42,4/2/2017 12:09,70185,1613,1046,S 25th St & E Carson St,1017,21st St & Penn Ave,Subscriber
27342474,4/2/2017 11:42,4/2/2017 13:21,70130,5933,1008,Centre Ave & PPG Paints Arena,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27343600,4/2/2017 11:51,4/2/2017 12:05,70015,867,1002,Third Ave & Wood St,1049,S 12th St & E Carson St,Subscriber
27343904,4/2/2017 11:53,4/2/2017 13:34,70430,6040,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27343997,4/2/2017 11:54,4/2/2017 12:32,70146,2284,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27344269,4/2/2017 11:56,4/2/2017 12:31,70233,2145,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27344928,4/2/2017 12:00,4/2/2017 12:10,70235,599,1033,Ivy St & Walnut St   ,1037,Frew St & Schenley Dr,Customer
27345067,4/2/2017 12:01,4/2/2017 13:39,70248,5837,1048,S 18th St & Sidney St,1017,21st St & Penn Ave,Customer
27345938,4/2/2017 12:07,4/2/2017 15:00,70121,10364,1048,S 18th St & Sidney St,1017,21st St & Penn Ave,Customer
27346275,4/2/2017 12:10,4/2/2017 13:51,70428,6088,1019,42nd St & Butler St,1000,Liberty Ave & Stanwix St,Customer
27346309,4/2/2017 12:10,4/2/2017 13:51,70144,6043,1019,42nd St & Butler St,1000,Liberty Ave & Stanwix St,Customer
27346728,4/2/2017 12:13,4/2/2017 13:22,70218,4144,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27346958,4/2/2017 12:15,4/2/2017 16:42,70478,16036,1045,S 27th St & Sidney St. (Southside Works),1009,12th St & Penn Ave,Customer
27347016,4/2/2017 12:15,4/2/2017 13:22,70198,4019,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27348481,4/2/2017 12:26,4/2/2017 12:45,70473,1163,1012,North Shore Trail & Fort Duquesne Bridge,1008,Centre Ave & PPG Paints Arena,Customer
27348714,4/2/2017 12:28,4/2/2017 13:39,70044,4251,1003,First Ave & Smithfield St (Art Institute),1012,North Shore Trail & Fort Duquesne Bridge,Customer
27348873,4/2/2017 12:29,4/2/2017 12:44,70091,916,1038,Boulevard of the Allies & Parkview Ave,1004,First Ave & B St (T Station),Subscriber
27350557,4/2/2017 12:41,4/2/2017 13:35,70470,3244,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
27350561,4/2/2017 12:41,4/2/2017 13:12,70076,1868,1019,42nd St & Butler St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27350893,4/2/2017 12:43,4/2/2017 13:12,70147,1724,1019,42nd St & Butler St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27350953,4/2/2017 12:44,4/2/2017 13:50,70071,3996,1037,Frew St & Schenley Dr,1016,17th St & Penn Ave,Customer
27351023,4/2/2017 12:44,4/2/2017 13:51,70235,3973,1037,Frew St & Schenley Dr,1016,17th St & Penn Ave,Customer
27351073,4/2/2017 12:45,4/2/2017 13:51,70155,3961,1037,Frew St & Schenley Dr,1016,17th St & Penn Ave,Customer
27351125,4/2/2017 12:45,4/2/2017 13:47,70056,3695,1007,Stevenson St & Forbes Ave,1019,42nd St & Butler St,Customer
27351476,4/2/2017 12:48,4/2/2017 14:34,70000,6366,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27351723,4/2/2017 12:50,4/2/2017 12:58,70220,523,1011,Fort Duquesne Blvd & 7th St,1015,Federal St & E North Ave,Subscriber
27351829,4/2/2017 12:50,4/2/2017 14:34,70477,6238,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27351926,4/2/2017 12:51,4/2/2017 13:47,70465,3323,1007,Stevenson St & Forbes Ave,1019,42nd St & Butler St,Customer
27351945,4/2/2017 12:51,4/2/2017 12:58,70109,431,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
27352295,4/2/2017 12:54,4/2/2017 13:06,70491,718,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
27352317,4/2/2017 12:54,4/2/2017 13:06,70240,719,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
27352410,4/2/2017 12:55,4/2/2017 13:47,70357,3128,1007,Stevenson St & Forbes Ave,1019,42nd St & Butler St,Customer
27352461,4/2/2017 12:55,4/2/2017 13:47,70183,3074,1007,Stevenson St & Forbes Ave,1019,42nd St & Butler St,Customer
27352863,4/2/2017 12:58,4/2/2017 13:16,70422,1084,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
27353476,4/2/2017 13:03,4/2/2017 13:53,70175,3019,1016,17th St & Penn Ave,1045,S 27th St & Sidney St. (Southside Works),Customer
27353498,4/2/2017 13:03,4/2/2017 13:52,70165,2964,1016,17th St & Penn Ave,1045,S 27th St & Sidney St. (Southside Works),Customer
27353907,4/2/2017 13:06,4/2/2017 13:51,70446,2693,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,Customer
27354076,4/2/2017 13:07,4/2/2017 13:51,70455,2643,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,Customer
27354664,4/2/2017 13:12,4/2/2017 13:30,70426,1041,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27354667,4/2/2017 13:12,4/2/2017 14:29,70251,4612,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27354668,4/2/2017 13:12,4/2/2017 14:29,70091,4634,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27354671,4/2/2017 13:12,4/2/2017 14:29,70087,4613,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27354843,4/2/2017 13:14,4/2/2017 13:47,70444,2000,1004,First Ave & B St (T Station),1045,S 27th St & Sidney St. (Southside Works),Subscriber
27356437,4/2/2017 13:26,4/2/2017 15:50,70062,8668,1047,S 22nd St & E Carson St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27356882,4/2/2017 13:30,4/2/2017 14:28,70174,3486,1000,Liberty Ave & Stanwix St,1041,Fifth Ave & S Bouquet St,Customer
27356961,4/2/2017 13:30,4/2/2017 15:51,70189,8462,1047,S 22nd St & E Carson St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27357152,4/2/2017 13:32,4/2/2017 13:53,70146,1291,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27357180,4/2/2017 13:32,4/2/2017 13:43,70194,678,1015,Federal St & E North Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27357189,4/2/2017 13:32,4/2/2017 13:53,70233,1234,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27357206,4/2/2017 13:32,4/2/2017 13:43,70148,634,1015,Federal St & E North Ave,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
27357353,4/2/2017 13:33,4/2/2017 14:28,70167,3251,1000,Liberty Ave & Stanwix St,1041,Fifth Ave & S Bouquet St,Customer
27357746,4/2/2017 13:37,4/2/2017 13:41,70192,273,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
27357872,4/2/2017 13:38,4/2/2017 15:31,70430,6770,1004,First Ave & B St (T Station),1013,Isabella St & Federal St (PNC Park),Customer
27358002,4/2/2017 13:39,4/2/2017 13:52,70234,781,1023,Liberty Ave & Baum Blvd,1020,42nd & Penn Ave.,Customer
27358114,4/2/2017 13:40,4/2/2017 14:03,70492,1383,1017,21st St & Penn Ave,1047,S 22nd St & E Carson St,Subscriber
27358122,4/2/2017 13:40,4/2/2017 14:57,70150,4639,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
27358151,4/2/2017 13:40,4/2/2017 15:31,70426,6634,1004,First Ave & B St (T Station),1013,Isabella St & Federal St (PNC Park),Customer
27358666,4/2/2017 13:45,4/2/2017 14:52,70188,4057,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
27358679,4/2/2017 13:45,4/2/2017 13:58,70240,768,1017,21st St & Penn Ave,1018,37th St & Butler St,Customer
27358750,4/2/2017 13:45,4/2/2017 13:58,70491,772,1017,21st St & Penn Ave,1018,37th St & Butler St,Customer
27358760,4/2/2017 13:45,4/2/2017 14:54,70241,4099,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
27359337,4/2/2017 13:51,4/2/2017 14:04,70438,739,1001,Forbes Ave & Market Square,1016,17th St & Penn Ave,Customer
27359381,4/2/2017 13:52,4/2/2017 14:04,70499,730,1001,Forbes Ave & Market Square,1016,17th St & Penn Ave,Customer
27359545,4/2/2017 13:54,4/2/2017 14:07,70082,771,1061,33rd St and Penn Ave,1050,Healthy Ride Hub,Customer
27360260,4/2/2017 14:01,4/2/2017 14:23,70214,1353,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),Customer
27360280,4/2/2017 14:01,4/2/2017 14:23,70440,1331,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),Customer
27360335,4/2/2017 14:01,4/2/2017 14:22,70018,1273,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),Customer
27360350,4/2/2017 14:01,4/2/2017 14:24,70001,1329,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),Customer
27360672,4/2/2017 14:05,4/2/2017 15:33,70227,5278,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27360737,4/2/2017 14:05,4/2/2017 14:18,70459,743,1003,First Ave & Smithfield St (Art Institute),1004,First Ave & B St (T Station),Customer
27361527,4/2/2017 14:13,4/2/2017 16:03,70148,6552,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
27361561,4/2/2017 14:14,4/2/2017 16:02,70194,6512,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
27361590,4/2/2017 14:14,4/2/2017 15:21,70162,3978,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27361591,4/2/2017 14:14,4/2/2017 15:21,70498,4027,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27361607,4/2/2017 14:15,4/2/2017 15:08,70248,3194,1017,21st St & Penn Ave,1016,17th St & Penn Ave,Customer
27361747,4/2/2017 14:16,4/2/2017 15:07,70151,3075,1017,21st St & Penn Ave,1016,17th St & Penn Ave,Customer
27361828,4/2/2017 14:17,4/2/2017 15:03,70138,2753,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27361835,4/2/2017 14:17,4/2/2017 15:16,70246,3531,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
27361888,4/2/2017 14:18,4/2/2017 17:19,70425,10889,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,Customer
27361902,4/2/2017 14:18,4/2/2017 14:55,70019,2231,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
27362085,4/2/2017 14:20,4/2/2017 15:16,70011,3358,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
27362143,4/2/2017 14:21,4/2/2017 15:16,70088,3321,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
27362288,4/2/2017 14:22,4/2/2017 15:03,70056,2437,1019,42nd St & Butler St,1005,Forbes Ave & Grant St,Customer
27362293,4/2/2017 14:23,4/2/2017 15:03,70357,2424,1019,42nd St & Butler St,1005,Forbes Ave & Grant St,Customer
27362296,4/2/2017 14:23,4/2/2017 15:03,70183,2451,1019,42nd St & Butler St,1005,Forbes Ave & Grant St,Customer
27362312,4/2/2017 14:23,4/2/2017 15:03,70465,2431,1019,42nd St & Butler St,1005,Forbes Ave & Grant St,Customer
27362369,4/2/2017 14:23,4/2/2017 15:18,70413,3250,1045,S 27th St & Sidney St. (Southside Works),1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
27362488,4/2/2017 14:25,4/2/2017 15:31,70445,3981,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
27362619,4/2/2017 14:27,4/2/2017 15:56,70020,5391,1043,Coltart Ave & Forbes Ave,1007,Stevenson St & Forbes Ave,Customer
27362960,4/2/2017 14:30,4/2/2017 14:40,70447,588,1047,S 22nd St & E Carson St,1048,S 18th St & Sidney St,Customer
27363021,4/2/2017 14:31,4/2/2017 15:22,70112,3057,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27363247,4/2/2017 14:34,4/2/2017 14:44,70010,603,1021,Taylor St & Liberty Ave,1026,Penn Ave & S Whitfield St,Subscriber
27363324,4/2/2017 14:35,4/2/2017 16:01,70487,5172,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27363363,4/2/2017 14:36,4/2/2017 15:22,70021,2800,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
27363602,4/2/2017 14:39,4/2/2017 14:50,70349,695,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
27363685,4/2/2017 14:40,4/2/2017 16:03,70198,4976,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
27363773,4/2/2017 14:41,4/2/2017 14:50,70352,576,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
27363948,4/2/2017 14:43,4/2/2017 16:25,70255,6100,1044,Zulema St & Coltart Ave,1003,First Ave & Smithfield St (Art Institute),Customer
27363951,4/2/2017 14:43,4/2/2017 16:25,70169,6115,1044,Zulema St & Coltart Ave,1003,First Ave & Smithfield St (Art Institute),Customer
27363967,4/2/2017 14:43,4/2/2017 16:24,70441,6079,1044,Zulema St & Coltart Ave,1003,First Ave & Smithfield St (Art Institute),Customer
27363976,4/2/2017 14:43,4/2/2017 15:46,70251,3756,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27363986,4/2/2017 14:43,4/2/2017 15:45,70087,3718,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
27364005,4/2/2017 14:44,4/2/2017 16:25,70089,6066,1044,Zulema St & Coltart Ave,1003,First Ave & Smithfield St (Art Institute),Customer
27364068,4/2/2017 14:45,4/3/2017 11:44,70005,75555,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Customer
27364077,4/2/2017 14:45,4/2/2017 15:26,70453,2456,1013,Isabella St & Federal St (PNC Park),1000,Liberty Ave & Stanwix St,Customer
27364078,4/2/2017 14:45,4/2/2017 16:25,70050,6018,1044,Zulema St & Coltart Ave,1003,First Ave & Smithfield St (Art Institute),Customer
27364079,4/2/2017 14:45,4/2/2017 15:17,70238,1930,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
27364368,4/2/2017 14:50,4/2/2017 15:33,70166,2583,1027,Shady Ave & Ellsworth Ave,1027,Shady Ave & Ellsworth Ave,Customer
